CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
3851,CHEM,324,Organic Chemistry III: Organic Reactions,3,"Topics in this course include a mechanistic survey of reactions of major synthetic utility, the determination of reaction mechanisms, and the importance of reactive intermediates including carbocations, carbanions, radicals, and carbenes. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293.",,,
3851,CHEM,324,Organic Chemistry III: Organic Reactions,3,"Topics in this course include a mechanistic survey of reactions of major synthetic utility, the determination of reaction mechanisms, and the importance of reactive intermediates including carbocations, carbanions, radicals, and carbenes. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293.",,,
3853,CHEM,325,Organic Chemistry IV: Organic Structure and Stereochemistry,3,"This course focusses on organic structure and stereochemistry including the relationship of stereochemistry to physical properties and chemical reactivity, and the determination of organic structure and stereochemistry by chemical and spectroscopic means. The concept of molecular symmetry is also introduced. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293.",,,
3853,CHEM,325,Organic Chemistry IV: Organic Structure and Stereochemistry,3,"This course focusses on organic structure and stereochemistry including the relationship of stereochemistry to physical properties and chemical reactivity, and the determination of organic structure and stereochemistry by chemical and spectroscopic means. The concept of molecular symmetry is also introduced. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293.",,,
3917,CHEM,424,Organic Synthesis,3,"This course is designed to introduce students to advanced methods in organic molecule synthesis. It includes an introduction to retrosynthetic analysis, a survey of some important classes of reactions, with particular emphasis on mechanistic understanding and rationale for observed selectivity when appropriate. The strategic use of specific reactions in complex molecule synthesis is highlighted.",,,
4068,CHEM,623,ORGANIC SYNTHESIS,3,Please see GRAD Calendar,,,
31255,SCPA,504,Organisation communautaire et DÃC,3,"Ce cours permet aux Ã©tudiant-e-s d?acquÃ©rir une connaissance d?usage des compÃ©tences pratiques nÃ©cessaires pour maÃ®triser l?organisation communautaire et pour dÃ©velopper l?empowerment des individus et des communautÃ©s dans un contexte de DÃC. Ce cours explore le rÃ´le que joue l?Ã©ducation populaire dans la mobilisation des communautÃ©s et dans l?action collective, et approfondit les tactiques, stratÃ©gies et techniques de l?intervention communautaire.",,,
50080,MSCA,657,ORGANIZATION AND STRATEGY,3,Please see Graduate Calendar,,,
785,AHSC,423,ORGANIZATION DEVELOPMENT I,3,"Prerequisite: AHSC 270, 330. This course introduces students to the characteristics of organizations as open systems. The evolution of organization development and the principle theories and perspectives that have helped to define the field are studied. Organization development methods as well as criteria for examining organizational effectiveness, underlying beliefs, values, and assumptions are examined. Key concepts covered are organization vision, mission and goals, and organization norms and culture.

NOTE: Students who have received credit for AHSC 420 may not take this course for credit.",,,
28145,POLI,630,ORGANIZATION THEORY,3,Please see GRAD Calendar,,,
23756,MANA,341,Organization Theory and Design,3,"This course provides the student with a basis for understanding and critically examining complex organizations in contemporary society. Interrelationships among the social, cultural, and formal properties of organizations are examined and linked to contextual forces in the external environment. Emphasis is placed on the analysis of organizational systems for the purpose of improving integration, adaptation, survival, and effectiveness of organizations.
Prerequisite: COMM 222.




",,,
47816,AHSC,475,Organizational and Community Leadership: A Systems Approach,3,"This course is an introduction to the practice of leadership in organizations and communities with a human systems approach and perspective. It examines a range of theoretical concepts current in organizational leadership practice including systems thinking, team-based leadership, transformational models of leadership, and strategy formulation from a leadership perspective. It provides an opportunity for students to examine ethics, values, and abilities required in organizational leadership today.

NOTE: Students who have received credit for AHSC 375 may not take this course for credit.",,,
47816,AHSC,475,Organizational and Community Leadership: A Systems Approach,3,"This course is an introduction to the practice of leadership in organizations and communities with a human systems approach and perspective. It examines a range of theoretical concepts current in organizational leadership practice including systems thinking, team-based leadership, transformational models of leadership, and strategy formulation from a leadership perspective. It provides an opportunity for students to examine ethics, values, and abilities required in organizational leadership today.

NOTE: Students who have received credit for AHSC 375 may not take this course for credit.",,,
48746,AHSC,415,Organizational and Community Sustainability,3,"This course addresses the requirements and processes necessary to build organizational and community sustainable goals in co-operation with surrounding communities. It provides an introduction to the development of integrated social sustainability and sustainable organizational practices, including sustainability evaluations, the assessment of organizational sustainability status and goals, goal setting, and change processes within a broader, sustainable community context. It acknowledges an integration of multiple layers of organizational (private and public organizations) and community sustainability including recycling and waste awareness, best sustainable practices in industries and logistics, biodiversity, human diversity and social innovation in the context of sustainable development of communities and organizations.",,,
12781,GDBA,503,ORGANIZATIONAL BEHAVIOUR,3,Please see GRAD Calendar,,,
25248,MBA,609,ORGANIZATIONAL BEHAVIOUR,3,Please see GRAD Calendar,,,
13700,GIIM,626,ORGANIZATIONAL BEHAVIOUR,3,Please see GRAD Calendar,,,
409,ADMI,810,ORGANIZATIONAL BEHAVIOUR,3,Please see GRAD Calendar,,,
428,ADMI,811,ORGANIZATIONAL BEHAVIOUR,3,Please see GRAD Calendar,,,
48417,ADMI,812,ORGANIZATIONAL BEHAVIOUR,3,Please see Graduate Calendar,,,
48910,ADMI,812,ORGANIZATIONAL BEHAVIOUR,3,Please see Graduate Calendar,,,
48418,ADMI,813,ORGANIZATIONAL BEHAVIOUR,3,Please see Graduate Calendar,,,
48909,ADMI,814,ORGANIZATIONAL BEHAVIOUR,3,Please see Graduate Calendar,,,
48419,ADMI,815,ORGANIZATIONAL BEHAVIOUR,3,Please see Graduate Calendar,,,
5259,COMM,222,Organizational Behaviour and Theory,3,"This course is designed to provide students with an opportunity to study individual behaviour in formal organizations. Through theoretical case and experiential approaches, the focus of instruction progressively moves through individual, group and organizational levels of analysis. Topics in the course include perception, learning, personality, motivation, leadership, group behaviour, and organizational goals and structure.
Prerequisite: COMM 210, 212.




",,,
6031,COMS,461,Organizational Communication,3,"This course considers major approaches to organizational communication in relation to shifting patterns of power, inequality, and technological change. Topics include communication networks, organization culture, bureaucracy, systematically distorted communication, gendered communication, the impact of new communication technologies, and patterns of organizational dominance and resistance. Case studies of particular organizations are examined.
Prerequisite: 400-level courses, unless otherwise indicated, are open to students who have successfully completed 48 university credits or who have received permission from the Department.




",,,
6104,COMS,538,ORGANIZATIONAL COMMUNICATION,3,Please see GRAD Calendar,,,
6276,COMS,861,ORGANIZATIONAL CULTURE,3,Please see GRAD Calendar,,,
757,AHSC,370,Organizational Development and Change: Models and Methods,3,"The focus of this course is on the practice of human system intervention from a pragmatic as well as a theoretical perspective. The course emphasizes collaborative strategies for effecting change in human systems within a broad range of intervention alternatives. It focuses on the interventionist?s role in effective change strategy development, initiation, management, and evaluation. The course is taught with a special focus on personal and professional values and ethical issues related to human systems intervention.",,,
48747,AHSC,332,Organizational Development I,3,"This course introduces students to the characteristics of organizations as open systems. The evolution of organization development and the principle theories and perspectives that have helped to define the field are studied. Organization development methods as well as criteria for examining organizational effectiveness, underlying beliefs, values, and assumptions are examined. It introduces students to training and design theories relevant to organizational learning. Key concepts covered are organization vision, mission and goals, and organization norms and culture.
NOTE: Students who have received credit for AHSC 420 or 423 may not take this course
for credit.",,,
786,AHSC,425,Organizational Development II,3,"This course provides students with the opportunity to apply organization development concepts and strategies to effect change in organizations. Using theoretical, case, and experiential approaches, the focus of instruction progressively guides the student through the stages of organization development. Concepts covered include entry and contracting, identifying organizational issues and goals for change, collecting and analyzing pertinent organizational data, and diagnosis and feedback to the client. Opportunities for the development of change?agent skills are provided through the emphasis on in?class applications.

NOTE: Students who have received credit for AHSC 420 may not take this course for credit.",,,
786,AHSC,425,Organizational Development II,3,"This course provides students with the opportunity to apply organization development concepts and strategies to effect change in organizations. Using theoretical, case, and experiential approaches, the focus of instruction progressively guides the student through the stages of organization development. Concepts covered include entry and contracting, identifying organizational issues and goals for change, collecting and analyzing pertinent organizational data, and diagnosis and feedback to the client. Opportunities for the development of change?agent skills are provided through the emphasis on in?class applications.

NOTE: Students who have received credit for AHSC 420 may not take this course for credit.",,,
28887,PSYC,374,Organizational Psychology,3,"Understanding psychology can help organizations reach their goals, retain their workforce, and make themselves attractive to future employees and investors. This applied psychology course focuses on research and theories relevant to the behaviour of managers and employees. Topics include the history of Industrial/Organizational(I/O) psychology; organizational development and communication; motivation, personality, and leadership; employee satisfaction and commitment; group behaviour; negotiation and conflict resolution; and job stress.

NOTE: Students who have received credit for PSYC 386 may not take this course for credit.",,,
28887,PSYC,374,Organizational Psychology,3,"Understanding psychology can help organizations reach their goals, retain their workforce, and make themselves attractive to future employees and investors. This applied psychology course focuses on research and theories relevant to the behaviour of managers and employees. Topics include the history of Industrial/Organizational(I/O) psychology; organizational development and communication; motivation, personality, and leadership; employee satisfaction and commitment; group behaviour; negotiation and conflict resolution; and job stress.

NOTE: Students who have received credit for PSYC 386 may not take this course for credit.",,,
3943,CHEM,443,Organometallic Chemistry,3,"This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit.",,,
3943,CHEM,443,Organometallic Chemistry,3,"This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit.",,,
26764,PHIL,487,Origins of Analytic Philosophy,3,This course investigates selected philosophical problems and methodologies in the late-19th- and early-20th-century traditions that developed into analytic philosophy.,,,
42134,PHIL,617,Origins of Analytic Philosophy,3,Please see GRAD Calendar,,,
10830,EXCI,471,Pain Management Strategies,3,"This course relates theory and research to the practical experiences of client/athletic-practitioner interactions, relationships, and interventions. It addresses pain management principles as they relate to illness, injury, and rehabilitation. Lectures only.",,,
29563,PTNG,200,Painting I,6,"A studio course which provides a technical and conceptual introduction to painting focusing on the distinctive nature of the medium. Basic painting materials and processes are explored through exercises in figuration, abstraction, colour, composition, and the construction of pictorial space.
Prerequisite: While priority is given to students within the program, students wishing to enrol in the course must meet one of the following prerequisites:
Enrolment in a major or minor program in the Department of Studio Arts;
enrolment in a BFA program with credit requirements in Studio Arts;
written permission of the program director as determined by portfolio submission and space availability.",,,
29592,PTNG,610,PAINTING I,6,Please see GRAD Calendar,,,
29566,PTNG,300,Painting II,6,"This studio course is an intermediate painting class in which directed projects allow students to explore a variety of approaches to the medium and to begin to develop a more personal visual language based on the skill sets acquired at the 200 level. Historical and contemporary issues in art practice are addressed in this course.
Prerequisite: PTNG 200.",,,
29594,PTNG,611,PAINTING II,6,Please see GRAD Calendar,,,
29574,PTNG,400,Painting III,6,"An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice. Independent studio production may be supplemented by readings, lectures, seminars, museum/gallery visits, and visiting artists.
Prerequisite: Any 300-level PTNG course.",,,
29596,PTNG,612,PAINTING III,6,Please see GRAD Calendar,,,
29597,PTNG,613,PAINTING IV,6,Please see GRAD Calendar,,,
10954,FBRS,372,Paper Works,3,"This studio course introduces students to making paper as part of an expressive material practice. Sculptural processes such as vacuum relief, casting, and armature building are explored alongside interdisciplinary approaches such as assemblage and the book as object, among others.
Prerequisite: 18 credits in Studio Art courses, or permission of the coordinator.
NOTE: Students who have received credit for FBRS 370 may not take this course for credit.



",,,
10953,FBRS,371,Paper: Surface and Object,3,"This studio course introduces both Western and Eastern (Japanese) methods of processing raw materials to make pulp and form sheets of paper to be used in expressive art forms. Printing, dyeing, cutting, and bookbinding are used in the consideration of paper as surface and medium.
Prerequisite: 18 credits in Studio Art courses, or permission of the coordinator.
NOTE: Students who have received credit for FBRS 370 may not take this course for credit.



",,,
26403,PARA,50,PARA ACADEMIC CREDIT,3,Please see UGRD Calendar,,,
5661,COMP,7241,PARALLEL ALGORITHMS+ARCHIT E,4,Please see GRAD Calendar,,,
5449,COMP,428,Parallel Programming,4,"Parallel programming techniques as a natural extension to sequential programming. Overview of parallel programming architectures and models. Parallel programming issues: locality, granularity, scheduling, data decomposition and distribution, load balancing, communication and synchronization, determinacy and non-determinacy, cost and performance. Techniques and tools for message-passing parallel programming. Case studies. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 346.




",,,
5449,COMP,428,Parallel Programming,4,"Parallel programming techniques as a natural extension to sequential programming. Overview of parallel programming architectures and models. Parallel programming issues: locality, granularity, scheduling, data decomposition and distribution, load balancing, communication and synchronization, determinacy and non-determinacy, cost and performance. Techniques and tools for message-passing parallel programming. Case studies. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 346.




",,,
5449,COMP,428,Parallel Programming,4,"Parallel programming techniques as a natural extension to sequential programming. Overview of parallel programming architectures and models. Parallel programming issues: locality, granularity, scheduling, data decomposition and distribution, load balancing, communication and synchronization, determinacy and non-determinacy, cost and performance. Techniques and tools for message-passing parallel programming. Case studies. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 346.




",,,
5570,COMP,6281,PARALLEL PROGRAMMING,4,"Migration from Von Neumann to parallel processing architectures: shared-memory and message-passing paradigms; massively parallel computers; recent trends in commodity parallel processing; clusters, multi-core, CPU-GPU based heterogeneous computing. Issues of memory consistency and load balancing. Parallel algorithms for shared-memory and message passing platforms; efficiency and scalability; issues of performance overhead. Parallel programming environments: parallel programming models; languages; software tools. Laboratory: two hours per week. A project.",,,
5570,COMP,6281,PARALLEL PROGRAMMING,4,"Migration from Von Neumann to parallel processing architectures: shared-memory and message-passing paradigms; massively parallel computers; recent trends in commodity parallel processing; clusters, multi-core, CPU-GPU based heterogeneous computing. Issues of memory consistency and load balancing. Parallel algorithms for shared-memory and message passing platforms; efficiency and scalability; issues of performance overhead. Parallel programming environments: parallel programming models; languages; software tools. Laboratory: two hours per week. A project.",,,
5570,COMP,6281,PARALLEL PROGRAMMING,4,"Migration from Von Neumann to parallel processing architectures: shared-memory and message-passing paradigms; massively parallel computers; recent trends in commodity parallel processing; clusters, multi-core, CPU-GPU based heterogeneous computing. Issues of memory consistency and load balancing. Parallel algorithms for shared-memory and message passing platforms; efficiency and scalability; issues of performance overhead. Parallel programming environments: parallel programming models; languages; software tools. Laboratory: two hours per week. A project.",,,
801,AHSC,465,Parent-Child Relations,3,"Prerequisite: 45 university credits including AHSC 232, 313, 380.
This course provides an advanced understanding of parenting theories, research, and applications in the context of parent-child relations over the life span. Topics include parenting rights and responsibilities, parenting practices and programs, high-risk parenting, and parental assessment.
NOTE: Students who have received credit for this topic under an AHSC 498 number may not take this course for credit",,,
40045,AHSC,565,Parent-Child Relations,3,"This course provides an advanced understanding of parenting theories, research, and applications in the context of parent-child relations over the life span. Topics include parenting rights and responsibilities, parenting practices and programs, high-risk parenting, issues in the transition from parenting children to parenting adolescents and parental assessment.",,,
27689,POLI,324,PARLIAMENT AND THE CHARTER,3,Please see UGRD Calendar,,,
42219,POLI,407,Parliamentary Bills of Rights,3,"This seminar explores the political origins and functioning of bills of rights in selected parliamentary democracies. Particular attention is paid to the ?judicialization of politics? and the attempts to promote institutional dialogue between judicial and parliamentary actors in Westminister systems such as Canada, Australia, New Zealand and the United Kingdom.",,,
24688,MATH,473,Partial Differential Equations,3,"Canonical forms for second order linear equations with constant coefficients, classification of linear second order equations, method of separation of variables, first order PDE's, method of characteristics. Non-linear first order equations, complete integrals, Cauchy conditions, Cauchy-Kowalewski theorem, Fourier and Laplace transforms, Green's functions, integral representations, introduction to non-linear PDE's.
Prerequisite: MATH 370 or equivalent.
NOTE: Students who have received credit for MATH 371 may not take this course for credit.



",,,
24315,MAST,841,PARTIAL DIFFERENTIAL EQUATIONS,3,Please see GRAD Calendar,,,
34126,THEO,402,PASTORAL MINISTRY,3,Please see UGRD Calendar,,,
49169,KCEP,311,Pathophysiology in Clinical Exercise Science I,3,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common neuromuscular and orthopaedic diseases and disabilities. Lectures only.

NOTE: Students who have received credit for EXCI 423 may not take this course for credit.",,,
10804,EXCI,422,Pathophysiology in Clinical Exercise Science I,3,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common cardiovascular, respiratory, oncologic and metabolic diseases. Lectures only.
Prerequisite: EXCI 252, 358 or equivalent; enrolment in the Clinical Exercise Physiology Specialization.




",,,
49171,KCEP,411,Pathophysiology in Clinical Exercise Science II,3,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common cardiovascular, respiratory, oncologic and metabolic diseases. Lectures only.

NOTE: Students who have received credit for EXCI 422 may not take this course for credit.",,,
10805,EXCI,423,Pathophysiology in Clinical Exercise Science II,3,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common neuromuscular and orthopaedic diseases and disabilities. Lectures only.
Prerequisite: EXCI 252, 358 or equivalent; enrolment in the Clinical Exercise Physiology Specialization.




",,,
5483,COMP,473,Pattern Recognition,4,"Preprocessing. Feature extraction and selection. Similarity between patterns and distance measurements. Syntactic and statistical approaches. Clustering analysis. Bayesian decision theory and discriminant functions. Neural networks and machine learning. Applications. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 352.




",,,
5483,COMP,473,Pattern Recognition,4,"Preprocessing. Feature extraction and selection. Similarity between patterns and distance measurements. Syntactic and statistical approaches. Clustering analysis. Bayesian decision theory and discriminant functions. Neural networks and machine learning. Applications. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 352.




",,,
40354,COMP,6731,PATTERN RECOGNITION,4,Please see GRAD Calendar,,,
40354,COMP,6731,PATTERN RECOGNITION,4,Please see GRAD Calendar,,,
4503,CIVI,6451,PAVEMENT DESIGN,4,Please see GRAD Calendar,,,
47962,CIVI,6461,Pavement Management Systems,4,"Topics include introduction to pavement systems; strategic, tactical and operational planning for sustainable pavements; preservation, rehabilitation, upgrading and expansion; pavement damage assessment; data collection; decision making; performance modelling; pavement deterioration; coordination and scheduling of interventions. A project is required.",,,
27843,POLI,423,Peach Studies and Global Governance,3,"This seminar focuses on the theory and practice of peace amongst nations. The course begins with a survey of analyses explaining the causes of aggression, war and peace, including theories of structural violence and revolution; nationalism and cosmopolitanism. It then examines the roles played by the state, international organizations, and peace movements, focusing on global and regional disarmament initiatives and peace-keeping.",,,
1224,APLI,616,PEDAGOGICAL GRAMMAR,3,Please see GRAD Calendar,,,
677,ADMI,880,PEDAGOGICAL METHODS,3,Please see GRAD Calendar,,,
3004,BIOL,801,PEDAGOGICAL TRAINING,3,Please see GRAD Calendar,,,
48645,HENV,801,Pedagogical Training,3,"The objective of this course is to ensure that all PhD students acquire strong teaching and other communication skills which are useful for both academic and non-academic positions. Candidates are required to attend a seminar in university teaching in collaboration with the Centre for Teaching and Learning Services of Concordia University. Following the successful completion of this seminar, candidates are required to give four lectures (normally 75 minutes each) to undergraduate classes. The course is graded on a pass/fail basis.",,,
33667,TESL,426,PEDAGOGY: PRIMARY,6,Please see UGRD Calendar,,,
33667,TESL,426,PEDAGOGY: PRIMARY,6,Please see UGRD Calendar,,,
33668,TESL,427,Pedagogy: Secondary,3,"The purpose of this course is to familiarize students with the principles of TESL pedagogy in regular and Language Arts (ESL-LA) ESL secondary classrooms. This course emphasizes knowledge of MESRST secondary programs and approved materials. Students learn classroom management techniques, assessment practices, and how to adapt materials to specific secondary-school contexts.
Prerequisite: TESL 426, 466; TESL 467 concurrently.




",,,
10824,EXCI,458,Pediatric Exercise Science,3,"This course introduces students to the anatomical, physiological, and psychosocial issues related to exercise and physical activity in children. Topics include influence on growth and health, injury potential, endurance exercise, weight training, youth in sport, competitive and collaborative play, stress in childhood, and the strategies for improving exercise habits of children. Lectures only.",,,
37304,GPTK,701,Peer Instruction: Engaging Students in Small and Large Classrooms,2,"Peer instruction is a research-based pedagogy that actively engages students in the classroom and has been shown to dramatically improve conceptual understanding, even in large classes. The basic goals of peer instruction are to encourage and make use of student interaction during lectures, while focusing students' attention on underlying concepts and techniques. The method has been assessed in many studies using standardized, diagnostic tests and shown to be considerably more effective than the conventional lecture approach to teaching. Peer instruction is now used in a wide range of courses. In this workshop, participants will learn about peer instruction, serve as the &quot;class&quot; in which peer instruction is demonstrated, discuss several models for implementing the technique into the classroom, and learn about available teaching resources. While successfully implementing peer instruction doesn't require any technology, using the right technology can improve student engagement, increase learning, and make it easier to implement peer instruction in your classroom.
~~~
By the end of the workshop, participants will be able to 
1. Articulate challenges in engaging students in lecture-based classes
2. Explain how Peer Instruction can be used to address identified challenges with student engagement 
3. Reflect on the relationship between technology and pedagogy in the service of student learning 
4. Think differently and holistically about what makes good teaching and learning
~~~
This workshop is led by Ying Li.

Ying Li is a curriculum developer at Concordia's Centre for Teaching and Learning Services, helping faculty develop new academic programs or revising existing programs to be aligned with the university's strategic directions and digital strategies. She has taught undergraduate students in China and graduate students in the Educational Technology program at Concordia. Ying has 12 years of combined teaching, training, research, instructional design and educational development experience.",,,
50025,GPLL,263,Peer Review Roundtable,1,"Concerned about the publication process and what it might look like for you and your research?  Join members of the Concordia University research and publishing community with peer review experience in various disciplines, to get the inside scoop on what?s expected and what to expect.
~~~
~~~
This Roundtable includes the following panelists:

Zeynep Arsel is an Associate Professor of Marketing at John Molson School of Business. Her research focuses on consumption with a sociological, anthropological, and historical focus and covered contexts such as hipsters, coffee, people?s attachment to businesses, crowdsourcing, social media influencers, and COVID-19. She serves as Associate Editor for two journals: Journal of Consumer Research and Consumption Markets & Culture. She is also the co-editor of the book Taste, Consumption, and Markets (Routledge). Zeynep has served as a reviewer or editor for more than 200 manuscripts and hopes she has never acted like the infamous Reviewer B.

Matthew Barker is Philosophy Department Chair, August 2018 - July 2021. Much of his research is aimed at uncovering and answering philosophical questions about scientific categories. Some of these questions are quite general, e.g., investigating ways in which categories can vary in their objectivity, and how norms of scientific reasoning influence conclusions drawn about categories. Other questions zoom in on specific categories, such as species and individual in biology, and well-being and humility in psychology. He has published in The Journal of Philosophy, Mind, The Stanford Encyclopedia of Philosophy, Philosophy of Science, The British Journal for the Philosophy of Science, Philosophical Topics, Cognitive Systems Research, The Journal of Applied Philosophy, The Journal of Agricultural and Environmental Ethics, Philosophy Theory and Practice in Biology, and other scholarly venues.

Dr. Mihaela Iordanova is an Associate Professor at Concordia University, a Canada Research Chair (Tier 2) in Behavioural Neuroscience, and a 2016 NARSAD Young Investigator.  Dr. Iordanova focuses on studying the role of dopamine in appetitive and aversive prediction error, as well as cortico-amygdala regulation of memory updating in fear and reward. Dr. Iordanova is on the editorial board for eLife and Scientific Reports and is an associate editor for the Journal of Neuroscience, Behavioral Neuroscience, Learning & Behavior, Frontier in Behavioral Neuroscience and the Journal of Experimental Psychology: Animal Learning and Cognition. In 2020, Dr. Iordanova was the recipient of the Canadian Association for Neuroscience Young Investigator Award.  

Ryan Van Huijstee has worked in scholarly book publishing for over a decade and is currently an acquisitions editor at Concordia University Press. He previously worked at McGill-Queen?s University Press and University of Toronto Press. 

Dr. Dajana Vuckovic is an Associate Professor and Concordia University Research Chair in Clinical Metabolomics, Biomarkers and Preventative Health in the Department of Chemistry and Biochemistry at Concordia University. She joined Concordia University in December 2012, where her group develops new analytical approaches and devices for metabolomics and lipidomics to support biomarker discovery and validation in personalized health. She is the recipient of the 2020 Eastern Analytical Symposium Young Investigator Award and 2019 Young Investigator Award by the Canadian Society of Mass Spectrometry. She has published 44 peer-reviewed papers, 11 book chapters and has delivered 35 invited talks to date. She also serves on the editorial boards of Bioanalysis and Analytical and Bioanalytical Chemistry. She peer reviews 10-20 manuscripts per year for various journals spanning the fields of metabolomics, analytical chemistry, toxicology, biomedicine and biomarker research.",,,
49897,GPLL,435,"Improving your research proposal for scholarship applications to NSERC, CIHR, FRQNT, FRQS",1.5,"This workshop will help students to improve their draft research proposals for scholarship applications, many of which are due in the coming weeks. In this class, we will focus on applications to the major federal and provincial agencies providing scholarships in research sectors related to natural sciences and engineering (NSERC, FRQNT), as well as health (CIHR, FRQS). A brief overview of general strategies and tips regarding the research proposals, will be followed by breakout groups where students will discuss and brainstorm their emerging proposals.

In addition to having an outline of their own proposed research prepared before class, students will also be entrusted with the chance to discuss the work of others.  Some of this will be done within the workshop setting, while some amount of ?homework? will need to be exchanged by email in the days following this meeting. This exchange of feedback (peer-review) between students is expected to unfold in a respectful, confidential, and constructive way.

***Notes: Students are ultimately responsible for ensuring their own applications conform to the instructions and standards laid out on by each agency for the specific funding program(s) they select. Peer-review can be an excellent source of constructive criticism, but it is the responsibility of the individual author to decide which feedback to use.***

~~~

After attending this workshop, participants will be have gained:
1.	Common strategies when drafting a competitive research proposal;
2.	How to provide and receive courteous and constructive peer-review;
3.	A small group of least 2-3 other students, with whom peer-review can be exchanged.
a.	It is important to realize that you will not only receive feedback on your own draft, but also be expected to provide feedback on the work of others.

~~~

This workshop is led by Michael Verwey, the Fellowship Development Advisor in the School of Graduate Studies at Concordia University. After completing his doctorate in the Department of Psychology at Concordia University, Michael was a postdoctoral researcher at the Douglas Mental Health University Institute and the Montreal Clinical Research Institute. In support of these research experiences, Michael has held several competitive scholarships and fellowships, from the FRQS, CIHR, NSERC, and Concordia University. More recently, Michael has continued to contribute to the development of research proposals and the management of funding competitions through his roles in the Office of the Vice-Principal (Research and Innovation) at McGill University, as the Manager of Programs at Brain Canada Foundation, and as an independent consultant for Canadian researchers.",,,
49891,GPLL,431,"Natural sciences, engineering, and health: Developing your Master?s or Doctoral funding application",1.5,"***This workshop is intended for current or future students in research-based graduate programs, who are preparing a Fall scholarship application to a federal or provincial government research agency.***

There are many elements that need to be compiled before a complete scholarship application can be submitted.  While many statements are written by the applicant, time is also required for 1) peer-review of those statements, 2) ordering official transcripts, 3) letters of support, and so on. The aim of this workshop is to present possible timelines that will help to anticipate the needs of most tri-agency and FRQ applications - due in the coming weeks and months.

Note: Students are ultimately still responsible for ensuring their own applications conform to the instructions and standards laid out on by each agency for the specific funding program(s) they select. 
~~~
After attending this workshop, participants will be able to: 
?	Plan and anticipate the timeline(s) for applications for the tri-agency and FRQ scholarship opportunities.
?	Ensure that all elements (e.g. drafting and revision of statements, ordering transcripts, letters of support) are complete before the relevant deadline(s).
?	Start developing their own scholarship application(s) for NSERC/FRQNT/CIHR/FRQS.

~~~
This workshop is led by Michael Verwey, the Fellowship Development Advisor in the School of Graduate Studies at Concordia University. After completing his doctorate in the Department of Psychology at Concordia University, Michael was a postdoctoral researcher at the Douglas Mental Health University Institute and the Montreal Clinical Research Institute. In support of these research experiences, Michael has held several competitive scholarships and fellowships, from the FRQS, CIHR, NSERC, and Concordia University. More recently, Michael has continued to contribute to the development of research proposals and the management of funding competitions through his roles in the Office of the Vice-Principal (Research and Innovation) at McGill University, as the Manager of Programs at Brain Canada Foundation, and as an independent consultant for Canadian researchers.",,,
